CourseNumber,CourseTitle,Career,Credits,Prerequisites,Antirequisites,Corequisites,Description,spring,fall
CSE505,Computing with Logic,Graduate,3.0,NONE,NONE,NONE,"The course explores logic-based computing and logic programming. It includes an introduction to programming in logic, covering basic techniques for solving problems in a logic programming system. Particular attention will be paid to user interface issues and how a logic system can provide a useful computing environment. The course covers implementation issues, emphasizing how a logic programming system generalizes both traditional programming language systems and traditional database systems.",1.0,0.0
CSE506,Operating Systems,Graduate,3.0,NONE,NONE,NONE,"This course is an in-depth study of important concepts and techniques found in modern computer operating systems.  The course focuses on an in-depth study of such important issues as virtual memory, resource management, locking and synchronization, file systems, networking, safety and security, and multiprocessor support, with an eye to recent directions in these areas. Textbook readings are supplemented where appropriate by papers from the research literature.  An important part of the course is the case study of an actual modern operating system (e.g., Linux).  Students study the source code for this operating system and do programming exercises and projects that involve modifying the operating system, testing their code's stability and functionality, and measuring its performance.",1.0,1.0
CSE507,Introduction to Computational Linguistics,Graduate,3.0,NONE,NONE,NONE,"Overview of computational approaches to language use. Core topics include mathematical and logical foundations, syntax, semantics, and pragmatics. Special topics may include speech processing, dialog systems, machine translation, information extraction, and information retrieval. Statistical and traditional approaches are included. Students will develop familiarity with the literature and tools of the field.",0.0,1.0
CSE508,Network Security,Graduate,3.0,NONE,NONE,NONE,"Principles and practice of Computer Network Security.  Cryptography, authentication protocols, public key infrastructures, IP/www/E-commerce security, firewalls, VPN, and intrusion detection.",0.0,1.0
CSE509,Computer System Security,Graduate,3.0,NONE,NONE,NONE,"Principles and practice of building and administering secure systems.  Authentication and access control.  Operating system security.  Program security, database security.  Key management.  Information flow.  Assurance.  Vulnerability analysis and intrusion detection.",0.0,0.0
CSE510,Hybrid Systems,Graduate,3.0,NONE,NONE,NONE,"Hybrid Systems combine discrete state-machines and continuous differential equations and have been used as models of a large number of applications such as real-time software, embedded systems, robotics, mechatronics, aerospace systems, process control and biological systems. The course will cover modeling, design, analysis, and verification methods for hybrid systems. Topics may include SAT/SMT solvers, timed automata, formal logics for system specification, verification algorithms and closed-loop neural network control systems.",1.0,1.0
CSE511,Brain and Memory Modeling,Graduate,3.0,NONE,NONE,NONE,"An introduction to brain modeling. Neuroscience topics include major brain structures, constituent glia and neurons, and synapses connecting neurons; how excited neurons send ionic firing spikes to other neurons; synapse changes during learning and forgetting; connection structures for stable ionic activity in neural networks; and distributed firing patterns underlying memory, perception, and thought. Computing topics include efficient methods for modeling electrical activity in single neurons using NEURON and in networks of millions of neurons using discrete event simulation. Participants will code simulations OR use neuroscience experience to refine brain models.",0.0,0.0
CSE512,Machine Learning,Graduate,3.0,NONE,NONE,NONE,"A course on the fundamentals of machine learning, including basic models, formulations, and modern methods. Topics include PAC learnability, validation, classification, regression, clustering, component analysis, and graphical and deep learning models. Students are expected to have the following background: (i) working knowledge of probability theory and statistics, (ii) working knowledge of linear algebra and algorithms, and (iii) working knowledge of basic computer science principles at a level sufficient to write non-trivial computer programs in a language of preference.",0.0,0.0
CSE514,Data Analytics Software Stacks and Algorithms,Graduate,3.0,NONE,NONE,NONE,"Architecture, and design of data analytics software stacks.  We will cover MapReduce/Hadoop/Dryad/Twister, Hadoop File System (HDFS), HBASE, NOSQL tools such as MongoDB, Cassandra, HIVE; column oriented database systems such as Vertica and MonetDB.  We will also cover data analysis management systems that target the scientific domain such as ADIOS, sciDB; streaming systems such as IBM System S/DataCutter.  Systems, data structures and algorithms to support management and analysis of spatio-temporal data from video cameras, satelliteds, telescopes or beamlines.  We will study statistical methods, machine learning and image anlysis/reconstruction methods used in big data/data analytic problems.  Finally, we will survey big data/data analytic problems from several domains including biomedical analysis of multi scale, multi-modal biomedical imaging data, next generation genetic and demonic data, analysis of electronic medical record/population heath data; internet,internet search, recommender systems; and engineering and physical science,analysis of experimental and simulation data associated with design of energetic materials, oil reservoir simulation, nuclear fusion and self-driving cars.",0.0,1.0
CSE515,Introduction to Transaction Processing Systems,Graduate,3.0,NONE,NONE,NONE,"Discusses transaction processing systems.  Topics covered include models of transactions, including nested transactions and workflow; architectures of transaction processing systems, including client-server, two-tiered, and three-tiered architectures; concurrency controls for conventional and relational databases including two-phase locking and the SQL isolation levels; logging and recovery; distributed transactions including the two-phase commit protocol; replication; Internet commerce, including encryption, the SSL and SET protocols, goods atomicity, and electronic cash.",0.0,0.0
CSE516,Science for Society I,Graduate,1.0,NONE,NONE,NONE,"This is part one of an interdisciplinary course sequence (1 credit each) is designed for students in computer science (CS) and students of technology and society (DTS). Students taking this course will enhance their abilities to critically think and build awareness for science and technology (ST) and their societal aspects. They will learn strategies for assessing important questions such as: what should I focus my efforts on, where are societal needs, what policies are required or can be taken advantage of, how can I possibly influence policy, and finally, what are the dangers when developing new ST. To teach these topics the course takes a practical approach. The first section of the sequence examines historical science and technology successes and failures. Then, in the second section, teams composed of students from both the CS and DTS departments conduct case studies of existing ST or design and implement new ST under the perspectives of the course.

1 credit",0.0,0.0
CSE517,Science for Society II,Graduate,1.0,NONE,NONE,NONE,"This is part two of an interdisciplinary course sequence (1 credit each) is designed for students in computer science (CS) and students of technology and society (DTS). Students taking this course will enhance their abilities to critically think and build awareness for science and technology (ST) and their societal aspects. They will learn strategies for assessing important questions such as: what should I focus my efforts on, where are societal needs, what policies are required or can be taken advantage of, how can I possibly influence policy, and finally, what are the dangers when developing new ST. To teach these topics the course takes a practical approach. The first section of the sequence examines historical science and technology successes and failures. Then, in the second section, teams composed of students from both the CS and DTS departments  conduct case studies of existing ST or design and implement new ST under the perspectives of the course.

1 credit",1.0,1.0
CSE518,Foundations of Human Computer Interactions,Graduate,3.0,NONE,NONE,NONE,"The focus of this course is on the design, evaluation, and implementation of interactive computing systems for human use and on the study of major phenomena surrounding them.  This course will provide the students with a strong grounding in the guidelines, principles, methodologies, tools, and techniques for analyzing, designing, and evaluating user interfaces and interaction techniques.  Topics include: 1) Human Information Processing System 2) Interaction Behavior Modeling 3) Computational Interface Design 4) User Centered Design 5) Sketching and Prototyping 6) Usability Testing 7) Heuristic Evaluation 8) Natural User Interfaces & the Future of Uls 9) State-of-the-art research within HCI",1.0,1.0
CSE519,Data Science Fundamentals,Graduate,3.0,NONE,NONE,NONE,"This course will cover the building blocks of data science from managing the data itself to algorithmic and analytical techniques. Specific topics include data preparation, exploratory data analysis, statistics, visualization, optimization, unstructured data, distributed analyses.",0.0,1.0
CSE521,Data Mining Concepts and Techniques,Graduate,3.0,NONE,NONE,NONE,"Data Mining is a new, promising and flourishing interdisciplinary field drawing work from areas including database technology, artificial intelligence, machine learning, pattern recognition, high-performance computing, and data visualization. It focuses on issues relating to the feasibility, usefulness, efficiency, and scalability of techniques for automated extraction of patterns representing knowledge implicitly stored in large databases, warehouses, and other massive information repositories. The course gives a broad, yet in-depth overview of the field of data mining and presents one or two techniques in rigorous detail.",0.0,1.0
CSE522,Special Project in Computer Science,Graduate,3.0,NONE,NONE,NONE,"Project in a sub-discipline of Computer Science, including but not limited to, computer architecture, operating systems, programming languages, compliers, artificial intelligence, networking, computer graphics, data mining, databases, computer vision, visualization, computer security, mobile computing, parallel processing, logic programming, hybrid systems, simulation and modeling, computational biology, and multimedia.
3 Credits, ABCF Grading",1.0,0.0
CSE523,Advanced Project in Computer Science I,Graduate,3.0,NONE,NONE,NONE,"First part of an advanced project in computer science that will extend over two semesters.  The student starts the project in one semester by registering for CSE523 and completes the project in a following semester by registering for CSE524.  CSE523/524 sequence must be on the same project under the direction of the same advisor.  The student must identify a faculty advisor before registering.
3 Credits, ABCF Grading",1.0,0.0
CSE524,Advanced Project in Computer Science II,Graduate,3.0,NONE,NONE,NONE,Part 2 of a 2-semester advanced research and development project undertaken by MS students under the supervision of a CS graduate program faculty member.  The student starts the project in one semester by registering for CSE 523 and completes the project in a subsequent semester by registering for CSE 524 under the supervision of the same faculty member.,0.0,0.0
CSE525,Introduction to Robotics,Graduate,3.0,NONE,NONE,NONE,"This course introduces the fundamental concepts in robotics, including coordinate transformations, visual perception, sensors, path planning, kinematics, feedback control, and feedforward control. These topics will be exemplified with several state-of-the-art robotics platforms. The course will also focus on applying the fundamental concepts to the key approaches to mobile robot control (reactive, behavior-based, and hybrid), and briefly discuss robot learning and multi-robot systems.",1.0,1.0
CSE526,Principles of Programming Languages,Graduate,3.0,NONE,NONE,NONE,"Discusses programming language concepts and design, with emphasis on abstraction mechanisms. Topics include language paradigms (procedural, object-oriented, functional, and logic), language concepts (values, bindings, types, modules), and foundations (lambda calculus, denotational semantics). Examples will be drawn from several representative languages, such as C, Java, Standard ML, and Prolog.",0.0,1.0
CSE527,Introduction to Computer Vision,Graduate,3.0,NONE,NONE,NONE,"Introduction to basic concepts in computer vision. Low-level image analysis, image formation, edge detection, segmentation. Image transformations for image synthesis methods for 3D scene reconstruction, motion analysis, object recognition.",1.0,0.0
CSE528,Computer Graphics,Graduate,3.0,NONE,NONE,NONE,"This course emphasizes a hands-on approach to the use of computer graphics. The topics covered include models, picture description, and interaction; c windowing, clipping, panning, and zooming; geometrical transformations in 2D and 3D; algorithms for raster displays (scan-line conversion, polygon fill, polygon clipping, etc.); hidden line and hidden surface removal, shading models; user interaction. The students will implement a substantial graphics application program.",1.0,1.0
CSE529,Simulation and Modeling,Graduate,3.0,NONE,NONE,NONE,"A comprehensive course in formulation, implementation, and application of simulation models. Topics include data structures, simulation languages, statistical analysis, pseudo-random number generation, and design of simulation experiments. Students apply simulation modeling methods to problems of their own design. This course is offered as CSE 529, AMS 553 and MBA 553.",1.0,0.0
CSE530,Geometric Foundations of Graphics and Visualization,Graduate,3.0,NONE,NONE,NONE,"This course will focus on mathematical tools, geometric modeling techniques, and fundamental algorithms that are relevant to graphics, visualization, and other visual computing areas. The goal is to provide graduate students with a comprehensive knowledge of geometric concepts and demonstrate the significance of these mathematical tools and geometric algorithms in graphics and relevant areas. Course topics include geometric algorithms for both polygonal and curved objects, theory of parametric and implicit representations, modeling methods of curves, surfaces, and solids, in-depth spline theory, rudiments of wavelet theory and multi-resolution shape representations, differential geometry fundamentals, and other sophisticated topics and latest advances in the field.",0.0,0.0
CSE531,Performance Analysis of Systems,Graduate,3.0,NONE,NONE,NONE,"This is a new course that covers topics in the performance analysis of computer systems.  The contents of the course should prove very helpful for computer science students who wish to analyze computer systems and learn more about how to improve the performance of systems.  Existing courses do not cover this material.  The course is targeted primarily at PhD and Masters students in the Computer Science Department, however upper-level undergraduates can take the course as well.  In addition, students from AMS, Math and ECE would also benefit from the course contents.",1.0,0.0
CSE532,Theory of Database Systems,Graduate,3.0,NONE,NONE,NONE,"The course will cover advanced topics in modern database systems, including object-oriented databases, rule-based databases, temporal and active databases, parallel and distributed databases, distributed object model, data mining, online analytical processing, data warehousing, multimedia databases.",1.0,0.0
CSE533,Network Programming,Graduate,3.0,NONE,NONE,NONE,"Topics include Unix and Linux socket API programming at the TCP, UDP, IP (raw sockets) and datalink access (Linux PF_PACKET sockets, libpcap & libnet libraries) levels, in the context of developing and implementing client-server applications, reliable data transfer using TCP-like rdt and flow control mechanisms, routing protocols, address resolution protocols, multicasting, DNS protocols.",1.0,0.0
CSE534,Fundamentals of Computer Networks,Graduate,3.0,NONE,NONE,NONE,Internet protocol layers. Internet Architecture. Link layer and multiple access protocols. Local area networks including wireless LANs. Routing on the Internet. Intra- and Inter-domain routing. Mobile routing. Transport layer and TCP congestion control. Scheduling and fairness. Application layers. Overlay and P2P networks. Content distribution networks. Network performance modeling.,1.0,1.0
CSE535,Distributed Systems,Graduate,3.0,NONE,NONE,NONE,"Discusses asynchronous systems, their description using concurrent and distributed programming languages, and their verification. Topics include concurrent programming using shared memory and message passing, formal semantics of communication, reliability, and concurrent algorithms.",1.0,0.0
CSE536,Introduction to User-Interface Development,Graduate,3.0,NONE,NONE,NONE,"Survey of user-interface systems, includes command language, windowing, multiple input/output devices, architecture of user interface management systems, toolkits for designing user-interface, human factors, standards, visual languages.  The course also includes discussion of emerging technologies, such as systems for cooperative work, physically distributed user-interfaces, parallelism and user-interfaces, virtual reality.  A substantial project requiring the design, implementation, and evaluation of a user-interface will be required",0.0,1.0
CSE537,Artificial Intelligence,Graduate,3.0,NONE,NONE,NONE,"A comprehensive introduction to the problems of artificial intelligence and techniques for attacking them.  Topics include problem representation, problem-solving methods, search, pattern recognition, natural language processing, learning, expert systems, and AI programming languages and techniques. Covers both theoretical methods and practical implementations.",0.0,0.0
CSE538,Natural Language Processing,Graduate,3.0,NONE,NONE,NONE,"The course offers an introduction to Natural Language Processing techniques and applications. The course introduces basic deep learning techniques for constructing representations of natural language texts, syntactic analyses, and canonical applications such as Question Answering, and Machine Translation. The emphasis is on understanding how (i) the basic requirements of language analyses and specific application needs can be formulated as learning problems, (ii) how aspects of natural language, such as syntactic and semantic structure, inspire the design of and are captured by modern state of the art techniques, and (iii) how to evaluate and understand the limitations and shortcomings of the models",0.0,0.0
CSE540,Theory of Computation,Graduate,3.0,NONE,NONE,NONE,"Topics include models of computation: finite-state machines, stack machines, Turing machines, Church's thesis; computability theory: halting problem and unsolvability, introductory recursion theory; complexity theory: complexity measures, time and space hierarchy, NP-complete problems.",0.0,0.0
CSE541,Logic in Computer Science,Graduate,3.0,NONE,NONE,NONE,A survey of the logical foundations of mathematics and the relationships to computer science; development of propositional calculus and quantification theory; the notions of a proof and of a model; the completeness theorem.,0.0,0.0
CSE542,"Big Data Systems, Algorithms and Networks",Graduate,3.0,NONE,NONE,NONE,"Recent progress on big data systems, algorithms and networks.  Topics include the web graph, search engines, targeted advertisements, online algorithms and competitive analysis, and analytics, storage, resource allocation, and security in big data systems.
Offered in the Spring Semester",0.0,0.0
CSE544,Probability and Statistics for Data Scientists,Graduate,3.0,NONE,NONE,NONE,"The course will cover core concepts of probability theory and an assortment of standard statistical techniques.  Specific topics will include random variables and distributions, quantitative research methods (correlation and regression), and modern techniques of optimization and matching learning (clustering and prediction).",0.0,0.0
CSE545,Big Data Analytics,Graduate,3.0,NONE,NONE,NONE,"The course will cover concepts and standard tools used to analyze, so called, Big Data.  Specifically, it will cover algorithmic approaches to analyzing large datasets: MapReduce, graph analytics, text analytics, steaming algorithms, as well as modern distribution analysis platforms (e.g. Hadoop, Spark).",0.0,0.0
CSE546,Cryptography,Graduate,3.0,NONE,NONE,NONE,"Cryptography studies how to perform computational tasks securely in adversarial environments. It plays an important role in designing secure systems. This is an introductory course that covers basic concepts and proof techniques in this area, as well as some recent research trends. The course is theoretical in nature, with emphasis on proofs and algorithmic reductions, even when discussing applied topics. No prior background in cryptography is assumed. However, students should have mathematical maturity and be comfortable with definitions and proofs.",0.0,0.0
CSE547,Discrete Mathematics,Graduate,3.0,NONE,NONE,NONE,"This course introduces such mathematical tools as summations, number theory, binomial coefficients, generating functions, recurrence relations, discrete probability, asymptotics, combinatorics, and graph theory for use in algorithmic and combinatorial analysis. This course is offered as both CSE 547 and AMS 547.",0.0,0.0
CSE548,Analysis of Algorithms,Graduate,3.0,NONE,NONE,NONE,"Techniques for designing efficient algorithms, including choice of data structures, recursion, branch and bound, divide and conquer, and dynamic programming. Complexity analysis of searching, sorting, matrix multiplication, and graph algorithms. Standard NP-complete problems and polynomial transformation techniques.  This course is offered as both AMS 542 and CSE 548.",0.0,0.0
CSE549,Computational Biology,Graduate,3.0,NONE,NONE,NONE,"This course focuses on current problems in computational biology and bioinformatics. Our emphasis will be algorithmic, on discovering appropriate combinatorial algorithm problems and the techniques to solve them. Primary topics will include DNA sequence assembly, DNA/protein sequence comparison, hybridization array analysis, RNA and protein folding, and phylogenic trees.",0.0,0.0
CSE550,Quantum Computing and Applications,Graduate,3.0,NONE,NONE,NONE,"This course is an introduction to and survey of the Quantum Computing, an emerging interdisciplinary field of science which has the potential to revolutionize computation over the next ten years, to transform chemistry, medicine, engineering and communications, as well as to change our understanding of physical world. The course will build intuitive approach to quantum computation and algorithms, but also will advance relevant vocabulary and skills for faculties and graduate students in engineering, computing, applied mathematics, chemistry, physics and related sciences.",0.0,0.0
CSE551,Smart Energy in the Information Age,Graduate,3.0,NONE,NONE,NONE,"Energy and sustainability have become critical issues of our generation.  While the abundant potential of renewable energy sources, such as solar and wind, provides a real opportunity for sustainability, their intermittency and uncertainty present a daunting operational challenge.  This course studies how to use Information Technology (IT) to improve sustainability in our energy-hungry society.  In particular, topics include the applications of mathematical modeling, algorithm design, optimization, game theory, and control theory in real systems.  The goal of the course is to provide rigorous foundations for the study of smart energy management for sustainability.
Offered in the Spring Semester",0.0,0.0
CSE552,Energy Efficient Computing,Graduate,3.0,NONE,NONE,NONE,"Energy is an important resource for a wide range of computer systems from laptops to data centers and clouds. There has been considerable recent research on the topic of of improving energy efficiency, cutting across different areas of Computer Science including Computer Architecture (e.g., energy efficient processor design), Networking (e.g., putting the network to sleep), Storage (e.g., exploiting idle I/O periods to spin down disks), Distributed Systems (e.g., capacity provisioning), Mobile Systems (e.g., putting the radio receiver to sleep in a smartphone), and Modeling/Analytics (e.g., modeling a server's power consumption). This course covers the recent research trends in energy-efficient computing, focusing specifically on themes and techniques for achieving efficiency in computer systems.",0.0,0.0
CSE555,Computational Geometry,Graduate,3.0,NONE,NONE,NONE,"Study of the fundamental algorithmic problems associated with geometric computations, including convex hulls, Voronoi diagrams, triangulation, intersection, range queries, visibility, arrangements, and motion planning for robotics.  Algorithmic methods include plane sweep, incremental insertion, randomization, divide-and-conquer, etc.  This course is offered as both AMS 545 and CSE 555.",0.0,0.0
CSE564,Visualization,Graduate,3.0,NONE,NONE,NONE,"The course emphasizes a hands-on approach to scientific, medical, and information visualization and visual analytics. Topics include: traditional visualization techniques, the visualization process, visual perception and cognition, basic graphics and imaging concepts, visualization of sampled, observed, and computed data, volume and flow visualization, information visualization, human-computer interaction, and the coupling of intelligent computing with visualization",0.0,0.0
CSE566,Virtual Reality,Graduate,3.0,NONE,NONE,NONE,"Virtual Reality (VR) is a fast-moving technology and has the potential to revolutionize our lives. VR stimulates the user¿s senses, thereby believing in an artificial version of reality. The course will cover VR fundamentals and technologies and related topics, including an introduction to VR, VR systems, geometry and transformations in VR, viewing and projections, light, optics, and human vision physiology, temporal human vision and perception, motion, vection, and tracking, 3D user interfaces (selection, manipulation, and travel), augmented reality (AR), audio in VR, and non-visual senses.",0.0,0.0
CSE570,Wireless and Mobile Networks,Graduate,3.0,NONE,NONE,NONE,"Wireless communication fundamentals: wireless signal transmission, coding, multiplexing. Link, network, and transport layer protocols for wireless and mobile networking: medium access control, transmission scheduling, wireless capacity, protocols for wireless multi-hop networks. Cellular networks. Wireless LANs: mobile IP, TCP over wireless networks. Mobile applications. Localization and location management, Network coding. Wireless security.",0.0,0.0
CSE577,Medical Imaging,Graduate,3.0,NONE,NONE,NONE,"This course presents an introduction to the mathematical, physical, and computational principles underlying modern medical imaging systems. It covers fundamentals of X-ray radiography, X-ray computed tomography (CT), ultrasonic imaging, nuclear imaging, magnetic resonance imaging (MRI), and functional MRI (fMRI), as well as more general concepts required for these, such as linear systems theory, the Fourier Transform, and numerical optimization. Popular techniques for the visualization, segmentation, and analysis of medical image data will also be discussed, as well as applications of medical imaging, such as image-guided intervention.",0.0,0.0
CSE581,Computer Science Fundamentals: Theory,Graduate,3.0,NONE,NONE,NONE,"The course consists of two parts. The first part covers discrete mathematics -- a division of mathematics that is extensively used in computer science. The topics covered include: logic (propositional logic and predicate logic), proof techniques, sequences (mathematical induction and recursion), and functions. The second part covers the theory of computation -- a division of theoretical computer science that deals with what can be computed and what cannot be computed on a computer. The topics covered include: computational models (FA, PDA, and Turing machines), grammars accepted by different computational models (regular grammars, context-free grammars, and unrestricted grammars), languages accepted by different computational models (regular languages, context-free language, and Turing-acceptable languages), Turing-complete systems, and algorithmically unsolvable problems.",0.0,0.0
CSE582,Computer Science Fundamentals: Data Structures and Algorithms,Graduate,3.0,NONE,NONE,NONE,"The course consists of two parts. The first part covers data structures to efficiently store, organize, modify, and access data. Topics include: arrays, stacks, queues, linked lists, trees, sets, hash maps, priority queues, and graphs. The second part covers the design and analysis of algorithms for solving computer science problems. Topics include: algorithm analysis, exhaustive search algorithms, divide-and-conquer algorithms, greedy algorithms, and dynamic programming algorithms.",0.0,0.0
CSE583,Comp Sci Fundamentals: Prog.Abstract.,Graduate,3.0,NONE,NONE,NONE,"Programming concepts and paradigms, including functional programming, object-orientation, basics of type systems, program and data abstractions, parameter passing, and modularity.",0.0,0.0
CSE587,Proficiency Requirement,Graduate,3.0,NONE,NONE,NONE,This course is used by students to fill any gaps in key CS proficiency background) areas identified at the time of admission. This course is done under the supervision of a faculty member teaching an undergraduate course in the needed proficiency area.  By permission of the Graduate Program only.,0.0,0.0
CSE590,Topics in Computer Science,Graduate,3.0,NONE,NONE,NONE,"An advanced lecture course on a new topic in computer science.  The course is primarily designed for M.S. students, but can be taken by Ph.D. students as well.  Semester supplements to this Bulletin contain specific description when course is offered.  May be repeated for credit as the topic changes, but cannot be used more than twice to satisfy CSE major requirements for M.S.  Limited to CSE graduate students; others permission of instructor.
Spring,",0.0,0.0
CSE591,Topics in Computer Science,Graduate,3.0,NONE,NONE,NONE,"An advanced lecture course on a new topic in computer science.  The course is primarily designed for M.S. students, but can be taken by Ph.D. students as well.  Semester supplements to this Bulletin contain specific description when course is offered.  May be repeated for credit as the topic changes, but cannot be used more than twice to satisfy CSE major requirements for M.S.  Limited to CSE graduate students; others, permission of instructor.
Spring,",0.0,0.0
CSE592,Advanced Topics in Computer Science,Graduate,3.0,NONE,NONE,NONE,"An advanced lecture course on a new topic in computer science.  The course is primarily designed for M.S. students, but can be taken by Ph.D. students as well.  Semester supplements to this Bulletin contain specific description when course is offered.  may be repeated for credit as the topic changes, but cannot be used more than twice to satisfy CSE major requirements for M.S.  Limited to CSE graduate students; others, permission of instructor.
Spring,",0.0,0.0
CSE593,Independent Study in Computer Science,Graduate,1.00 - 9.00,NONE,NONE,NONE,Research and/or project work under the supervision of a Computer Science graduate program faculty.,1.0,1.0
CSE594,Advanced Topics in Computer Science,Graduate,3.0,NONE,NONE,NONE,"An advanced lecture course on a new topics in computer science.  This course is primarily designed for M.S. students, but can be taken by Ph.D. students as well.  Semester supplements to this Bulletin contain specific description when course is offered.  May be repeated as the topic changes, but cannot be used more than twice to satisfy the CSE major requirements for the M.S.
Fall, Spring, every year,",0.0,0.0
CSE595,Advanced Topics in Computer Science,Graduate,3.0,NONE,NONE,NONE,"An advanced lecture course on a new topic in computer science.  This course is primarily designed for M.S. students, but can be taken by Ph.D. students as well.  Semester supplements to this Bulletin contain specific description when course is offered.  May be repeated for credit as the topic changes, but cannot be used more than twice to satisfy the SCE major requirements for the M.S.
Fall, Spring, every year,",0.0,0.0
CSE596,MS Internship Project Off-Campus,Graduate,1.0,NONE,NONE,NONE,"Participation in internships at private corporations, public agencies, or non-profit institutions. Students will be required to have a faculty coordinator as well as a contact in the outside organization to participate with them in regular consultations on the project, and to submit a final report to both. This course is intended for MS students interning off campus.",0.0,0.0
CSE597,MS Internship Project on Campus,Graduate,1.0,NONE,NONE,NONE,"Participation in internships at private corporations, public agencies, or non-profit institutions. Students will be required to have a faculty coordinator as well as a contact in the outside organization to participate with them in regular consultations on the project, and to submit a final report to both. This course is intended for MS students interning on campus.",0.0,0.0
CSE599,M.S. Thesis Research,Graduate,1.00 - 12.00,NONE,NONE,NONE,Thesis research under supervision of CS graduate program faculty for MS students.,0.0,0.0
CSE600,Research in Modern Computer Science,Graduate,0.00 - 1.00,NONE,NONE,NONE,"A survey of current computer science research areas and issues. This course comprises lectures by faculty members and visitors, selected readings, and introductory-level research problems.
Prerequisite: Permission of instructor",1.0,1.0
CSE602,Advanced Computer Architecture,Graduate,3.0,NONE,NONE,NONE,"The focus will be on the architectural rather than micro-architectural issues, and a systems approach to computer architecture taking into account the interaction between the architecture and the compiler, operating system, database, and networking.  The course starts with superscalar/VLIW processor architecture and proceeds to memory hierarchy, storage systems, network hardware, graphics processor, and database machines.  The emphasis will be on hands-on evaluation of architectural ideas, the exploration of software/hardware design trade-offs, and the articulation of experimental procedures and performance analysis. A publication-quality class project will be required. 
Prerequisite: CSE 502 or permission of instructor",0.0,0.0
CSE605,Performance Evaluation of Computer Systems,Graduate,3.0,NONE,NONE,NONE,"The purpose of this course is to provide background and training in understanding and evaluating the performance of computer systems, including centralized, distributed, parallel, client/server-based systems, and computer communication networks. The goal is to develop a perspective on how the performance of computer systems or networks should be evaluated in order to decide on various design alternatives. The course will include various analytical techniques, mainly based on Markov models and queuing theory, and simulation modeling.",0.0,0.0
CSE608,Advanced Computer Security,Graduate,3.0,NONE,NONE,NONE,"Advanced course on principles and practice of engineering secure information systems. Topics covered include threats and vulnerabilities, counter measures, legal policy issues, risk management and assurance. In-depth coverage of various research problems, which will vary from one offering of the course to another.
Prerequisite: CSE 508 or CSE 509 or permission of instructor.
Fall, Spring",0.0,0.0
CSE610,Parallel Computer Architectures,Graduate,3.0,NONE,NONE,NONE,"Topics include parallel computer systems; important parallel applications; parallel computation models; interconnection networks; SIMD and MIMD architectures; hybrid architectures; memory management; cache coherence; distributed shared memory; synchronization methods; operating systems; compilers; and programming tools.
Prerequisite: CSE 502 or permission of instructor",0.0,0.0
CSE613,Parallel Programming,Graduate,3.0,NONE,NONE,NONE,"Algorithms and techniques for programming highly parallel computers. Trends in parallel and distributed computing; shared address space and message passing architectures; design issues for parallel algorithms; converting sequential algorithms into equivalent parallel algorithms; synchronization and data sharing; improving performance of parallel algorithms; interconnection network topologies, routing, and flow control; latency limits on speedup of algorithms by parallel implementations.",0.0,0.0
CSE614,Advanced Programming Languages,Graduate,3.0,NONE,NONE,NONE,"Selected topics on advanced programming languages technology. Program analysis and transformation, program optimization and program manipulation systems. Very high-level and declarative languages such as sets and relations based languages and deductive and object-oriented languages.
Prerequisite: CSE 526 or CSE 504
Spring,",0.0,0.0
CSE615,Advanced Computer Vision,Graduate,3.0,NONE,NONE,NONE,"Survey of methods used for the analysis of images by computer, including computer vision and pattern recognition.  Topics to be covered are image formation, image segmentation, and edge detection, binary images, and shape analysis, shape from shading, motion field, and optical flow, surface inference, classification techniques.",0.0,0.0
CSE617,Advanced Topics in Wireless Networks,Graduate,3.0,NONE,NONE,NONE,"Advance topics taken from ad hoc wireless networks and sensor networks.  Will comprise of lectures, presentations and/or a project. 
Prerequisite: Limited to CSE graduate students; others, permission of instruction.
Fall and Spring, 3 credits, ABCF grading
May be repeated twice for credit.",0.0,0.0
CSE620,Virtual Reality,Graduate,3.0,NONE,NONE,NONE,"Practical issues in the design and implementation of virtual environments. Topics include system requirements, transformations, user-interaction models, human vision models, input/output devices and techniques, tracking systems, augmented reality, and virtual-reality applications. The course will involve a substantial programming project to implement an immersive virtual reality system. 
Prerequisite: CSE 328 or 528 or 332 or 564",0.0,0.0
CSE621,Physics-based Modeling for Visual Computing,Graduate,3.0,NONE,NONE,NONE,"A unified approach to various fields such as graphics, visualization, computer-aided geometric design, biomedical imaging, vision, and virtual environment. The course will explore select research topics centered on physics-based modeling methodology and associated computational methods for theoretical and practical problems in widespread areas of visual computing. The emphasis will be on geometric and solid modeling, geometric design techniques, wavelets and multi-resolution analysis, deformable models based on mathematical physics, variational analysis, optimization methods, numerical simulation with finite-difference and finite-element algorithms, differential equations for initial-value and boundary-value problems, force-driven interaction with constraints, dynamic sculpting system, and a large variety of applications for visual computing.
Prerequisite: CSE 528 or permission of instructor",0.0,0.0
CSE624,Advanced Operating Systems,Graduate,3.0,NONE,NONE,NONE,"Students will study advanced operating system topics and be exposed to recent developments in operating systems research. In addition to being conversant in classic and recent research papers, this course aims to teach students to read research papers critically, formulate new research questions, and evaluate these questions experimentally. Topics to be covered typically include: distributed systems, cloud computing and data centers, operating system design, virtual machines, OS interaction with the hardware architecture, synchronization and communication, file systems, and security.",0.0,0.0
