CourseNumber,CourseTitle,Career,Credits,Prerequisites,Antirequisites,Corequisites,Description,spring,fall
PHY534,Radio Astronomy,Graduate,1.00 - 3.00,NONE,NONE,NONE,"Topics covered include continuum and spectral-line radio astronomy. Within the Milky Way Galaxy topics include the interstellar medium, the physics and kinematics of molecular clouds, star formation in giant molecular clouds, chemistry of molecular clouds, galactic structure, spiral structure, and pulsars. Extragalactic topics include radio galaxies and jets, radio loud quasars, molecular and atomic gas in galaxies, luminous infrared galaxies, the missing mass problem in spiral galaxies, and cosmic microwave background radiation. Radio astronomy measurement techniques for single telescopes and aperture synthesis techniques are also covered, although the emphasis is on scientific results.
Fall or Spring, alternate years,",1,1
PHY536,The Physics of Free Electron Lasers,Graduate,1.00 - 2.00,NONE,NONE,NONE,"The purpose of this course is to introduce the students to the physics of Free Electron Lasers and Synchrotron Radiation. This course is suitable for graduate students who want to learn more about Free Electron Lasers and Synchrotron Radiation physics.
Offered: Summer,",1,1
PHY540,Statistical Mechanics,Graduate,3.0,NONE,NONE,NONE,"Brief review of thermodynamics, principles of physical statistics, systems of non-interacting particles: Boltzmann, Fermi-Dirac, and Bose-Einstein statistics. Applications to ideal gases, electrons and phonons in solids, and black body radiation. Approximate treatment of non-ideal gases. First-order and second-order phase transitions. Ising model, transfer matrix, and renormalization group approach.  Fluctuations in thermal equilibrium, fluctuation-dissipation theorem, brief review of non-equilibrium fluctuations. Basic notions of ergodicity, classical and quantum chaos.
Spring,",1,1
PHY541,Advanced Statistical Mechanics,Graduate,1.00 - 3.00,NONE,NONE,NONE,"Topics are selected from cluster expansions, elementary theory of quantum fluids, phase transitions, transfer matrix, Ising and ferroelectric models, polymers and membranes, disordered systems, and fluctuation and nonequilibrium phenomena.
Fall,",1,1
PHY542,Fundamentals of Accelerator Physics and Technology with Simulations and Measurements Lab,Graduate,1.00 - 2.00,NONE,NONE,NONE,"This course is an introduction to the underlying principles and uses of the nearly 14,000 particle accelerators that are used worldwide in medicine, industry, and scientific research. The course is suitable for senior undergraduate and entry-level graduate students in physics and engineering or students from other fields with a particular interest in accelerator-based science.
Summer,",1,1
PHY543,RF Superconductivity for Particle Accelerators,Graduate,1.00 - 3.00,NONE,NONE,NONE,"This graduate level course covers application of superconducting radio frequency (SRF) technology to contemporary high-ß accelerators: storage rings, pulsed and CW linacs, including energy recovery linacs (ERLs).  The course will address physics and engineering aspects of using SRF in accelerators.  It will cover beam-cavity interactions issues specific to superconducting cavities, a systems approach to designing SRF systems and engineering of superconducting cavity cryomodules.  The course is intended for graduate students pursuing accelerator physics and graduate engineers and physicists who want to familiarize themselves with superconducting RF systems.
Fall,",1,1
PHY544,Spin Dynamics in Particle Accelerators,Graduate,1.00 - 3.00,NONE,NONE,NONE,"Polarization is a possible property of charged particle beams, which has been used and developed from the early times of particle accelerator developments. It is a property of paramount interest in future nuclear and high energy physics accelerator projects, as well as in several existing accelerator facilities. Polarization requires sophisticated beam and spin manipulations, from production to utilization, based on dedicated accelerator design rules and technological components. This course will introduce students to the dynamics of spin in charged particle accelerators, and to the accelerator components and spin manipulation techniques which enable and allow preserving beam polarization. The course material will provide the basic tools for the design of practical polarized beam accelerator components and structures, and will convey an understanding of the essential underlying physics of polarized beams.",1,1
PHY545,Practical Issues in Cyclotron Design and Construc.,Graduate,1.00 - 3.00,NONE,NONE,NONE,"Cyclotrons are versatile accelerators whose use continues to expand in basic research, industry, medicine, and education. This course provides students with an introduction to the physics and technology of cyclotrons and their design. Issues associated with the construction of practical facilities for prototypical applications are reviewed. Upon completion of this course, students are expected to apply cyclotron theory and practical constraints to propose a complete cyclotron design for a prototypical application.",1,1
PHY546,Python for Scientific Computing,Graduate,0.00 - 1.00,NONE,NONE,NONE,"Python has seen wide adoption in the scientific community for data analysis, simulation, prototyping and visualization.  It provided a simple, yet powerful means to build applications.  This seminar introduces python and its use in scientific computing.  Students will learn the standard python libraries for array manipulation, visualization, numerical analysis and symbolic mathematics, as well as how to interface python with other languages, build applications, and good software engineering practices (including version control and testing).  Students are encouraged to share examples for their discipline",1,1
PHY548,Timing and Synchronization for Accelerators,Graduate,1.00 - 3.00,NONE,NONE,NONE,"Course Description: This course is intended for accelerator physicists who are interested in the design of timing systems and synchronization techniques for particle accelerators and light sources. The course focuses on transmission, measurement and control of highspeed electromagnetic signals in transmission lines or waveguides, whether RF/microwave or optical. These systems are important in the distribution of timing reference information in accelerating systems, and diagnostic techniques to measure beams with respect to RF or ultrafast pulse signals. Examples include ultrafast pump/probe experiments in accelerator-based light sources, or diagnostics for short particle bunches. The course enables students to understand how precise timing signals are transmitted and used in state-of-the-art systems. Concepts and technology for subpicosecond, and even sub-femtosecond synchronization of ultrafast pulse optical sources, RF, and particle beams will be discussed.",1,1
PHY549,Optimization and Machine Learning for Accelerators,Graduate,1.00 - 3.00,NONE,NONE,NONE,"Optimization techniques are key to both the design and operation of contemporary charged particle accelerator systems. In addition, machine learning techniques are now being increasingly used, either to augment the capabilities of standard optimization (e.g. through surrogate modeling), or to address entirely new tasks (e.g. anomaly detection, fault classification). This course will introduce a number of optimization and machine learning techniques that are commonly used for particle accelerators, as well as their range of applicability and limitations.",1,1
PHY551,Nuclear Physics I,Graduate,3.0,NONE,NONE,NONE,"Nucleon structure, conservation laws and the static quark model; nuclear force and the two nucleon system; bulk properties of nuclear matter, charge distribution, spin, isospin, mass, alpha decay, nuclear fission; electromagnetic and weak interaction; collective motion; microscopic models of the nucleus; nuclear matter under extreme conditions, high rotational states, heavy ion physics at RHIC, nuclear astrophysics.
Spring,",1,1
PHY552,Nuclear Physics II,Graduate,1.00 - 3.00,NONE,NONE,NONE,"Nucleon-nucleon scattering and effective range approximation; the nucleon-nucleon interaction calculated from meson exchange; effective forces between nucleons in nuclei and nuclear matter; the renormalization group approach to these interactions; Fermi-liquid theory of the nuclear many-body problem; thermodynamics of hadrons at high temperature; RHIC physics with heavy ions including transition from hadrons to quark gluon plasma, restoration of chiral symmetry, equation of state, initial conditions, thermodynamics of hadrons at high temperature.",1,1
PHY554,Fundamentals of Accelerator Physics,Graduate,3.0,NONE,NONE,NONE,"History of accelerators, basic principles including centre of mass energy, luminosity, accelerating gradient; Characteristics of modern colliders: RHIC, LEP, LHC, b-factories; Transverse motion, principles of beam cooling, Strong focusing, simple lattices; Circulating beams, synchrotron radiation; Longitutdinal dynamics; Non-linearities and resonances; Radio Frequency cavities, superconductivity in accelerators; Applications of accelerators: light sources, medical uses, Future Accelerators: eRHIC, ILC, neutrino factories, muon collider, laser plasma acceleration.
Offered Fall, 3 Credits, ABCF Grading",1,1
PHY555,Solid-State Physics I,Graduate,3.0,NONE,NONE,NONE,"This course concentrates on the basic notions of solid state physics, treated mostly within the single-particle approximation. Main topics include: crystal lattices and symmetries, reciprocal lattice and state counting, phonons, electron energy band theory, bonding and cohesion (semi-quantitatively), electron dynamics and electron transport in metals and semiconductors, screening, optical properties of solids, and an introduction to superconductivity and magnetism.
Fall,",1,1
PHY556,Solid State Physics II,Graduate,1.00 - 3.00,NONE,NONE,NONE,"The course focuses on the many-particle aspects of solid state physics addressing classical topics such as superconductivity and the transport properties of disordered conductors, as well as more modern subjects including the fractional quantum Hall effect, dissipative quantum mechanics, and problems of mesoscoptic physics. Both phenomenological and theoretical descriptions are discussed.
Spring,",1,1
PHY557,Elementary Particle Physics,Graduate,3.0,NONE,NONE,NONE,"Introduction to elementary particle physics. Symmetries and invariance in particle physics. The properties of particles in terms of quarks and leptons and their interactions. An introduction to the electroweak and for strong interactions. Interactions at high energies. Interactions between particles and matter, experiments in particle and experimental results.  Survey of particle accelerators.
Fall or Spring, 0-3 Credits,",1,1
PHY558,Physical Biology,Graduate,3.0,NONE,NONE,NONE,"Topics of this course include but are not limited to: Time and space in cells; Structural basis of biology; Molecular solvation and lattice models;  Chemical potential; Electrostatics, potentials, dipoles, electrochemical potentials[ Poisson-Boltzmann and Born models; Acids, bases and salts; Intermolecular potentials and force fields; Phase transitions; Lattice and Ising models; Adsorption; Binding polynomials; Binding cooperativity; Semigrand ensemble, molecular machines; Molecular motors, energy conversion and transduction; Polymer theory; Flory-Huggins; Random flights; Elasticity; Helix-coil theory; Collapse transitions; Protein folding equilibria; Protein folding kinetics; Sequence space; Protein evolution; Protein elasticity and biological mechanics of proteins; Biophysics of the cell; Proteome stabilities, aggregation, kinetics.
Spring, 3 Credits, ABCF Grading",1,1
PHY559,Biological Dynamics and Networks,Graduate,3.0,NONE,NONE,NONE,"This course will provide a solid foundation in key theoretical concepts for the study of dynamics in biological systems and networks at different scales ranging from the molecular level to metabolic and gene regulatory networks. Topics of this course include but are not limited to: Physical kinetics; Diffusion/Smoluchowskii; Random flights; Waiting times; Poisson; Brownian ratchets; Chemical kinetics; Transition states; Stability, bifurcations, pattern development; Noise in cells: intrinsic and Extrinsic; Feedback; Biological Osciillators; Recurrence, period doubling, chaos; Networks; Topologies; Degree distribution, betweenness; Models of nets: Erdos-Renyi, scale-free, social, Watts-Strogatz, agents; Robustness, highly-optimized tolerance, bowties, epidemics; Biological networks: Protein-protein nets, regulatory and metabolic nets; Known biological circuits and their behaviors; How networks evolve: Preferential attachment, rewiring; Power laws; Fluxed through networks; Information and communication, entropy; Metabolic flux analysis; Artificial and Natural selection for traits; Darwinian evolution; Population dynamics.
Spring, 3 credits, ABCF grading
Crosslisted with PHY 559 and CHE 559",1,1
PHY560,Frontiers of Physics and Astrophysics,Graduate,0.00 - 3.00,NONE,NONE,NONE,"This course complements the graduate physics courses in particle physics, particle astrophysics and cosmology, concentrating on interrelationships between these areas of research in understanding the physics of the universe. The course will introduce advanced physics students to the key issues, experimental facilities and prospects for the future. The present status and future major experiments will be reviewed from the perspective of both the technologies and science. In addition to the assigned readings and class participation, students will investigate in depth a specific area of their choice, producing a ~ 10 page paper on the subject, as well as give an oral presentation.",1,1
PHY561,Biology for Physical Scientists,Graduate,1.00 - 3.00,NONE,NONE,NONE,"Topics of this course include but are not restricted to: Overview of living things; Six kingdoms, animal phyla. Physiology and organs; Chemistry of life; Noncovalent interactions; Hydrogen bonds; Solvation; Biochemistry: reactions, catalysis, ATP amino acids, nucleic acids, lipids; Cell structures: Nucleus, mitochondria, chromosomes, membranes; Basic paradigm: DNA makes RNA makes protein; How cell machines and circuits work; Cell cycle; The processes of evolution; Genetics and heredity; Diseases: how biological systems fail; How drugs are discovered; Tight-binding inhibitors; Antibodies; Current research: Cell division and cancer, genomics, bioinformatics, high throughput sequencing, systems and synthetic biology.
Spring, 1- 3 Credits, ABCF Grading",1,1
PHY562,Atomic Physics and Lasers,Graduate,1.00 - 3.00,NONE,NONE,NONE,"Introduction to the theory of lasers including resonance conditions, normal modes, optical cavities and elementary quantum mechanics. Description of types of lasers, methods of control, limitations of power, precision, wavelength, etc. Applications to research and industry. Throughout the course, there will be many problems that involve writing computer programs to solve simple differential equations and model different aspects of laser operation. Not for satisfying physics Ph.D. breadth course requirements.
Fall, every year,",1,1
PHY564,Advanced Accelerator Physics,Graduate,1.00 - 3.00,NONE,NONE,NONE,"Types and Components of Accelerators, Relativistic Mechanics and EM for Accelerators, Accelerator Hamiltonian and N-dimensional phase space, Poincare diagrams, Lie algebras and symplectic maps and matrices; exact parameterization of linear motion in accelerators; matrix functions, Sylvester's formula; non-linear effects, Collective instabilities & Landau Damping, Radiation damping and Excitation, natural Emittance; Spin motion in accelerators.",1,1
PHY565,Quantum Electronics I: Atomic Physics,Graduate,3.0,NONE,NONE,NONE,"Quantum electronics is a synthesis of quantum physics and electrical engineering, and is introduced in two independent semesters. A description of simple atoms and molecules and their interaction with radiation includes atoms in strong and/or weak external fields, two-photon spectroscopy, superradiance, Rydberg states, lasers and laser spec-troscopy, coherent transients, etc.
Spring,",1,1
PHY566,Quantum Electronics II: Quantum Optics,Graduate,1.00 - 3.00,NONE,NONE,NONE,"Quantum electronics is a synthesis of quantum physics and electrical engineering, and is introduced in two independent semesters. This course focuses on the quantum properties of light. The quantized electromagnetic field and its correlations are used to understand nonclassical states from various sources such as two-level atoms and nonlinear systems interacting with radiation fields.
Fall,",1,1
PHY567,Theoretical Chemical Physics,Graduate,3.0,NONE,NONE,NONE,"This course stresses the physical theory underlying chemical phenomena. Special emphasis is given to advanced topics in electronic structure theory, molecular dynamics, condensed matter and surfaces, many-body and quantum ensemble theory,
and the interaction of light and molecules.",1,1
PHY568,Quantum Information Science,Graduate,1.00 - 3.00,NONE,NONE,NONE,"This is a survey of the fast evolving field of quantum information, ranging from Bell inequality, quantum teleportation to quantum algorithms and quantum programming frameworks. It aims to cover the essential knowledge of quantum information science and helps to bridge the gap to the current research activities of the field. Emphasis will be placed on solid-state platforms of quantum computers, topological error correction codes, and applications. Some illustration of quantum programming will be done on IBM's transmon-type cloud quantum computers.",1,1
PHY569,Quantum Information Science/Technology Laboratory,Graduate,1.00 - 3.00,NONE,NONE,NONE,This is an experimental course that consists of several modules of experiments designed to enhance students¿ experimental skills used in quantum information science and technology. Students will work individually or with at most one partner on five modules and write their lab reports.,1,1
PHY570,Introductory Physics Revisited for Teachers,Graduate,3.0,NONE,NONE,NONE,"This seminar allows students to explore the fine points of topics normally covered in high school physics. Not for PhD credit.
Spring,",1,1
PHY571,Electromagnetic Theory for Teachers,Graduate,3.0,NONE,NONE,NONE,"The course reviews vector calculus and develops Maxwell's equations relating electric and magnetic fields to their sources. Applications for time-independent fields are developed for solving boundary value problems and the interactions of fields in bulk matter. An oral presentation of a relevant topic suitable for a high-school class is required. Not for PhD credit.
Fall,",1,1
PHY573,Mechanics for Teachers,Graduate,3.0,NONE,NONE,NONE,"The Newtonian formulation of classical mechanics is reviewed and applied to more advanced problems than those considered in introductory physics. The Lagrangian and Hamiltonian methods are then derived from the Newtonian treatment and applied to various problems. An oral presentation of a relevant topic suitable for a high-school class is required. Not for PhD credit.
Fall,",1,1
PHY576,Thermodynamics and Statistical Mechanics for Teachers,Graduate,3.0,NONE,NONE,NONE,"This course consists of two parts. Those relations among the properties of systems at thermal equilibrium that are independent of a detailed microscopic understanding are developed by use of the first and second laws of thermodynamics. The concepts of temperature, internal energy and entropy are analyzed. The thermodynamic potentials are introduced. Applications to a wide variety of systems are made. The second portion of the course, beginning with the kinetic theory of gases, develops elementary statistical mechanics, relates entropy and probability, and treats simple examples in classical and quantum statistics. An oral presentation of a relevant topic suitable for a high-school class is required. Not for PhD credit.
Spring,",1,1
PHY577,Physical and Mathematical Foundations of Quantum Mechanics for Teachers,Graduate,3.0,NONE,NONE,NONE,"Physical and mathematical foundations of quantum mechanics.  Maxwell waves and their properties: intensity, energy density, and momentum density.  Planck-Einstein relation between energy and frequency for light quanta.  De Broglie relation between momentum and wavelength.  Number density and probability density of photons.  One-photon quantum mechanics, with Maxwell field as wave function.  Diffraction phenomena.  Uncertainty relation between wavelength and position, hence between momentum and position.
In addition to the requirements for the undergraduate course PHY 307, students taking this course must prepare and present a talk on quantum physics suitable for a general (non-physics) adult audience.  This course cannot be taken for credit toward the PhD degrees in Physics.  Approval of the Program Director is required for taking this course for credit toward a Master Degree.
Fall,",1,1
PHY578,Quantum Physics for Teachers,Graduate,3.0,NONE,NONE,NONE,"The concepts, historical development and mathematical methods of quantum mechanics. Topics include Schroedinger's equation in time-dependent and time-independent forms, and one- and three-dimensional solutions, including the treatment of angular momentum and spin. Applications to simple systems, especially the hydrogen atom, are stressed. An oral presentation of a relevant topic suitable for a high school class is required. Not for PhD credit.
Spring,",1,1
PHY579,Special Topics for Teachers,Graduate,1.00 - 3.00,NONE,NONE,NONE,"Topics of current interest to high school teachers are discussed in order to bring the teachers up to date on the latest developments in various areas of research. Examples could include the standard model of particle physics, nanofabrication techniques, atomic force microscopy, etc. Not for PhD credit.
Fall or Spring,",1,1
PHY580,Special Research Projects,Graduate,1.00 - 18.00,NONE,NONE,NONE,"Research under the direction of a faculty member. Not open to Ph.D. candidates.
Fall and Spring,",1,1
PHY582,Optics Rotation,Graduate,0.00 - 2.00,NONE,NONE,NONE,"Optical science students experience three to eight week periods in each of several appropriate research groups. At the end of each period a report is required that describes the topics studied or project done. May not be taken for credit more than two semesters.
Fall and Spring,",1,1
PHY584,Rotation in Physical Biology,Graduate,1.00 - 3.00,NONE,NONE,NONE,"A two-semester course in which students spend at least 8 weeks in each of three different laboratories actively participating in the research of faculty associated with the Laufer Center. At least one of the rotations must be in experimental physical biology.
Participants will give a research talk at the end of each eight week period.
Fall and Spring, 1-3 credits, ABCF grading, May be repeated for credit",1,1
PHY585,Special Study,Graduate,1.00 - 18.00,NONE,NONE,NONE,"Reading course in selected topics.
Fall and Spring,",1,1
PHY595,Master's Degree Thesis Research,Graduate,1.00 - 18.00,NONE,NONE,NONE,"Independent research for Master's degree students. Open only to those approved by individual faculty for thesis work. This course also includes a minimum of two hours person to person discussion of ethics and conduct in research and scholarship which addresses among others integrity in scholarship, academic honesty, authorship, plagiarism, mentoring and collaborations.  These topics will be illustrated with case studies and issues that arise in current research projects.",1,1
PHY598,Graduate Seminar I,Graduate,0.00 - 1.00,NONE,NONE,NONE,"Special research topics centered on monographs, conference proceedings, or journal articles.  Topics include solid-state physics, atomic physics, quantum optics and applications of synchroton radiation.  Required for all first-year graduate students.
Fall and Spring, ABCF grading, 0-1 credits, may be repeated",1,1
PHY599,Graduate Seminar II,Graduate,0.00 - 1.00,NONE,NONE,NONE,"Special research topics centered on monographs, conference proceedings, or journal articles. Topics include elementary particles, nuclear physics, galactic and extragalactic astronomy, and cosmology and accelerator physics. Required for all first-year graduate students.
Fall and Spring, ABCF grading, 0-1 credits, may be repeated",1,1
PHY600,Practicum in Teaching,Graduate,0.00 - 3.00,NONE,NONE,NONE,"This course provides hands-on experience in teaching.  Activities may include classroom teaching, preparation and supervision of laboratory experiments, exams, homework assignments, and projects.
Fall and Spring,",1,1
PHY601,Group Theory for Physicists,Graduate,1.00 - 3.00,NONE,NONE,NONE,"This course provides an introduction to group theory and discusses topics that are important for applications in physics. Topics that will be discussed include but are not restricted to the following: finite groups, Lie groups, Lie algebras, Clifford algebras, Cartan generators, Dynkin diagrams, Young tableaux, noncompact groups such as the Poincar\'e group, invariant measures and coset manifolds. Additional topics such as Kac-Moody algebras, Virasoro algebras, symmetric spaces, supergroups and their invariant measure may be discussed as well.
PS. The accent on the ""e"" of Poincare is and acute accent denoted by\'
Offered Fall or Spring",1,1
PHY604,Computational Methods in Physics and Astrophysics II,Graduate,1.00 - 3.00,NONE,NONE,NONE,"This course discusses numerical methods used in physics and astrophysics. Topics include but are not limited to the following: Numerical integration and differentiation, differential equations, interpolation, root-finding, linear algebra, eigenvalues, Fourier transforms, Monte Carlo methods, hyperbolic and parabolic partial differential equations, parallel computing. All methods
will be illustrated by examples from physics or astrophysics. Familiarity with Computational Methods in Physics and Astrophysics (PHY 504) is assumed.",1,1
PHY605,Quantum Programming,Graduate,1.00 - 3.00,NONE,NONE,NONE,"The field of quantum information and computation has evolved to a stage where there are quantum devices that can be programmed and various tasks and algorithms can be tested on these devices. This course introduces various quantum programming frameworks. It aims to provide a more practical approach of learning quantum computing by programming, via software developed using Python. Important basic quantum algorithms will be reviewed and learned by programming them and simulating their action. Moreover, an emphasis will be paid to the so-called Variational Quantum Eigensolver that has already been used on many problems, from molecular energies and optimization to financial applications and quantum machine learning. Some illustration of quantum programming will be done on IBM's transmon-type cloud quantum computers. Beyond the circuit-based quantum computers, programming quantum annealers will provide an alternative approach to solve a wide family of optimization problems.",1,1
PHY610,Quantum Field Theory I,Graduate,3.0,NONE,NONE,NONE,"Quantization of relativistic fields: Lorentz and gauge symmetries, relativistic spin, the S-matrix and scattering; the standard model; perturbation theory, renormalization and effective field theories; path integrals and relations to condensed matter physics.
Fall,",1,1
PHY611,Quantum Field Theory II,Graduate,1.00 - 3.00,NONE,NONE,NONE,"Quantization of relativistic fields: Lorentz and gauge symmetries, relativistic spin, the S-matrix and scattering; the standard model; perturbation theory, renormalization and effective field theories; path integrals and relations to condensed matter physics.
Spring,",1,1
PHY612,Theoretical Particle Physics,Graduate,1.00 - 3.00,NONE,NONE,NONE,"Applications of quantum field theory to interactions between elementary particles. Topics are chosen from perturbative quantum chromodynamics, the standard electro-weak model, lattice field theory, grand unified models, supersymmetry, and current research problems.
Fall,",1,1
PHY613,Advanced Particle Theory,Graduate,1.00 - 3.00,NONE,NONE,NONE,"This course is a continuation of PHY 612 and prepares students for research in theoretical particle physics. Topics that will be discussed include the properties of Quantum Chromodyanamics, Electorweak Symmetry Breaking, Cabbibbo-Kobayahi-Maskawa quark mixing, Effective Field theory, Neutrino masses, the hierarchy problems, dark matter, early universe cosmology and primordial nucleosynthesis. Physics beyond the standard model will be discussed as well including models of quark and lepton masses, grand unified theories and baryon number violation.
Semesters Offered: Spring and Fall, 1-3 credits, Letter graded (A,A-,B+, etc.)",1,1
PHY620,Modern General Relativity,Graduate,3.0,NONE,NONE,NONE,"General theory of relativity; tensor analysis, Einstein's field equations, experimental tests, black holes, gravitational waves, cosmology. May also include topics such as spinor methods, conformal invariance, and introduction to string theory or supergravity.
Fall or Spring,",1,1
PHY621,Advanced Quantum Field Theory,Graduate,1.00 - 3.00,NONE,NONE,NONE,"Proofs of renormalizability and unitarity on non-Abelian guage theories using modern methods of Becchi-Rouet-Store-Tyutin (BRST) symmetry; descent equations for anomalies; classical instantons and their quantum corrections, including integration over zero modes; background field methods, other topics if time permits.  PHY 610/611 or equivalent is prerequisite.
Fall or Spring, May be repeated for credit.",1,1
PHY622,String Theory I,Graduate,1.00 - 3.00,NONE,NONE,NONE,"This course is intended for graduate students who have familiarity with guage & quantum field theory.  Topics will be selected from: Free bosonic & spinning strings and heterotic & Green-Schwarz superstrings; conformal field theory; tree-level and one-loop amplitudes; partition functions; spacetime supersymmetry and supergravity; compactification & duality; winding & Kaluza-Klein modes; 11-dimensional supergravity; branes in supergravity; D-branes in string theory; T-duality; M-theory; complex geometry and Calabi-Yau manifolds; string field theory; other advanced topics if time permits.  PHY 610/611 or equivalent is prerequisite.
Fall or Spring,",1,1
PHY623,String Theory II,Graduate,1.00 - 3.00,NONE,NONE,NONE,"This course is intended for graduate students who have familiarity with guage & quantum field theory.  Topics will be selected from: free bosonic & spinning strings and heterotic & Green-Schwarz superstrings; conformal field theory; tree-level and one-loop amplitudes; partition functions; spacetime supersymmetry and supergravity; compactification & duality; winding & Kaluza-Klein modes; 11-dimensional supergravity; branes in supergravity; D-branes in string theory; T-duality; M-theory; complex geometry and Calabi-Yau manifolds; string field theory; other advanced topics if time permits.  PHY 610/611 or equivalent is prerequisite.
Fall or Spring,",1,1
PHY631,Quantum Information Physical Systems and Materials,Graduate,1.00 - 3.00,NONE,NONE,NONE,"Quantum computing is fast evolving to soon provide real applications that supersede classical computers. However to build quantum computers relies on ab understanding of physical systems, materials and the functioning of devices. This course will cover various important physical systems and materials currently used for quantum information processing. It is divided into a few modules, including superconducting qubits, solid-state spin qubits, photons, trapped ions, and topological qubits (p-wave superconductors, fractional quantum Hall systems, topological insulators, etc.) This course aims to bridge the gap from the physical principles to the potential functioning of devices.",1,1
PHY655,Advanced Graduate Seminar in Theoretical Physics,Graduate,0.00 - 3.00,NONE,NONE,NONE,A weekly seminar on advanced theoretical concepts. The discussion starts with a graduate student presentation and it is conducted under the guidance of a faculty supervisor.,1,1
PHY664,Astronomy Journal Club,Graduate,0.00 - 1.00,NONE,NONE,NONE,"Presentation of preliminary research results and current research problems by students and faculty. Required every semester of all astronomy graduate students.
Fall and Spring.",1,1
PHY665,Journal Club in Computational Biology,Graduate,0.00 - 1.00,NONE,NONE,NONE,"The goal of this course is for students to hone critical reading and analytic skills through discussions of literature in the area of Computational Biology.  Participants take turn being a ""discussion leader"" who informally guides the group through a peer-reviewed manuscript for which all Journal Club members will have to read in advance of the meeting.  Meetings in the Spring semester will include in Person Training (IPT) in Responsible conduct of Research and Scholarship (RCRS) on topics that comprise (1) Integrity in Scholarship, (2) Scientific Misconduct, (3) Mentoring, (4) Ownership and Authorship, (5) Plagiarism, (6) Data Management, (7) Journalism and Science, (8) Human Subjects, and (9) Laboratory Animals.",1,1
PHY666,Cool Stars,Graduate,0.00 - 1.00,NONE,NONE,NONE,"A weekly seminar concentrating on observational and theoretical studies of cool stars and related objects. Emphasis is on ongoing research and recent results in this area. Speakers include faculty, students, and visitors. Topics anticipated in the near future include results from the Hubble Space Telescope and ROSAT. Students registering for one credit will be expected to present at least one seminar.
Fall and Spring,
Prerequisite: Permission of instructor",1,1
PHY668,Seminar in Astronomy,Graduate,0.00 - 1.00,NONE,NONE,NONE,"A weekly series of research seminars presented by visiting scientists as well as by the faculty. Required every semester of all astronomy graduate students.
Fall and Spring,",1,1
PHY669,Nuclear Astrophysics Seminar,Graduate,0.00 - 1.00,NONE,NONE,NONE,"A weekly seminar concentrating on topics in nuclear astrophysics, including dynamics of supernova collapse, structure and evolution of neutron stars, equation of state, the role of neutrinos in nucleosynthesis, etc.
Fall or Spring.",1,1
PHY670,Seminar in Theoretical Physics,Graduate,0.00 - 1.00,NONE,NONE,NONE,"Fall and Spring,",1,1
PHY672,Seminar in Elementary Particle Physics,Graduate,0.00 - 1.00,NONE,NONE,NONE,"Fall and Spring,",1,1
PHY673,Seminar in Cosmology,Graduate,0.00 - 1.00,NONE,NONE,NONE,"This seminar discusses current topics in cosmology. Each semester consists of a formal talk followed by an informal discussion of active areas of cosmology research.
Fall and Spring, 0-1 credits, S/U grading.",1,1
PHY674,Seminar in Nuclear Physics,Graduate,0.00 - 1.00,NONE,NONE,NONE,"Fall and Spring,",1,1
PHY676,Seminar in Solid-State Physics,Graduate,0.00 - 1.00,NONE,NONE,NONE,"Fall and Spring,",1,1
PHY678,"Atomic, Molecular and Optical Physics Seminar",Graduate,0.00 - 1.00,NONE,NONE,NONE,"Fall and Spring,",1,1
PHY680,Special Topics in Theoretical Physics,Graduate,1.00 - 3.00,NONE,NONE,NONE,Fall and Spring,1,1
PHY681,Special Topics in Statistical Mechanics,Graduate,1.00 - 3.00,NONE,NONE,NONE,"Fall and Spring,",1,1
PHY682,Special Topics in Solid-State Physics,Graduate,1.00 - 3.00,NONE,NONE,NONE,"Fall and Spring,",1,1
PHY683,Special Topics in Astronomy,Graduate,1.00 - 3.00,NONE,NONE,NONE,"Fall and Spring,",1,1
PHY684,Special Topics in Nuclear Physics,Graduate,1.00 - 3.00,NONE,NONE,NONE,"Fall and Spring,",1,1
PHY685,Special Topics in Mathematical Physics,Graduate,1.00 - 3.00,NONE,NONE,NONE,"Fall and Spring,",1,1
PHY686,Special Topics in Elementary Particles,Graduate,1.00 - 3.00,NONE,NONE,NONE,"Fall and Spring,",1,1
PHY687,Topics in Biological Physics,Graduate,1.00 - 3.00,NONE,NONE,NONE,"The ""Topics"" courses in the 680 sequence do not have specific description, since the subject matter within the broadly defined topic may change from one semester to the next.
May be repeated for credit.
1-3 Credits, ABCF Grading",1,1
PHY688,Special Topics in Astrophysics,Graduate,1.00 - 3.00,NONE,NONE,NONE,"Fall and Spring,",1,1
