CourseNumber,CourseTitle,Career,Credits,Prerequisites,Antirequisites,Corequisites,Description,spring,fall
BIO383,Paleobiology,Undergraduate,3.0,[['BIO201']],NONE,NONE,"Fossils are a fundamental component of the rock record and provide the only direct evidence of past life on Earth. They provide basic information for both geologists and biologists on topics like climate change, tectonic plate motion, the evolution of biological novelty, the nature of mass extinction, and the history of biodiversity. They are also increasingly used to establish natural baselines to inform modern conservation efforts. This course represents a process and systems-based study of the marine and terrestrial fossil record. The course will focus on preservation and taphonomy, macroevolution, biomechanics, paleoecology, ecomorphology, biogeography, and the extinction of biotas in the context of the environmental history of Earth. The course format consists of a mix of lecture, discussion, and lab activities. This course will additionally take advantage of connections with the Turkana Basin Institute here at Stony Brook University, where researchers play an important role in understanding the evolution and paleoecology of East African ecosystems, including that of our own ancestors. This course has an associated fee. Please see www.stonybrook.edu/coursefees for more information.",1,1
BIO384,Intermediate Statistics,Undergraduate,3.0,"[['BIO211', 'AMS110', 'EBH230'], ['BIO201', 'BIO202', 'BIO203']]",NONE,NONE,"This is an intermediate-level course in biostatistics, emphasizing the use of statistics as a tool to answer scientific questions in ecology and other biological disciplines. Topics from introductory statistics courses will be explored in greater depth using the R software package. Additional advanced topics will include experimental design, meta-analysis, general linear models, complex regression, multifactor analysis of variance, and multivariate analyses. Within each topic, the assumptions of statistical tests will be examined, as well as methods to cope with violations of those assumptions. Students will develop skills in graphical display of quantitative data, exploratory data analysis, and critical evaluation of published statistical analyses. Students will use R software throughout the course to develop their coding skills.",1,1
BIO385,Plant Ecology,Undergraduate,3.0,[['BIO201']],NONE,[['BIO351']],"Basic ecological principles as applied to the biology of individual plants, plant populations, communities, and ecosystems in relation to their environments. Examples from Long Island pine barrens, tropical rain forests, beaches, deserts, and other plant communities are studied. Examination of the connections between human societies and plant communities, which are rapidly being altered or destroyed worldwide. This course routinely offers an opportunity to satisfy the Stony Brook Curriculum WRTD and Upper Division Writing Requirements for the Biology and Biochemistry majors. Students who intend to use the writing assignment in this course to satisfy these requirements must register for BIO 459 when they register for BIO 385.",1,1
BIO386,Ecosystem Ecology and the Global Environment,Undergraduate,3.0,"[['BIO201'], ['CHE129', 'CHE131', 'CHE141', 'CHE152', 'MAR104']]",NONE,NONE,"Ecosystem ecology with an emphasis on biogeochemical cycling in oceans and on land, as well as on biosphere-atmosphere interactions. Topics include earth system processes such as climate and atmospheric composition, the hydrological cycle, cycling of chemicals such as nutrients and metals in the oceans, the soil cycle, and the fate and transport of materials in the atmosphere. Natural and perturbed systems are discussed. This course routinely offers an opportunity to satisfy the Stony Brook Curriculum WRTD and Upper Division Writing Requirements for the Biology and Biochemistry majors. Students who intend to use the writing assignment in this course to satisfy these requirements must register for BIO 459 when they register for BIO 386. This course is offered as both BIO 386 and ENS 311.",1,1
BIO444,Experiential Learning,Undergraduate,0.0,[['WRT102']],NONE,NONE,"This course is designed for students who engage in a substantial, structured experiential learning activity in conjunction with another class. Experiential learning occurs when knowledge acquired through formal learning and past experience are applied to a ""real-world"" setting or problem to create new knowledge through a process of reflection, critical analysis, feedback and synthesis. Beyond-the-classroom experiences that support experiential learning may include: service learning, mentored research, field work, or an internship.",1,1
BIO446,Readings in Neurobiology and Physiology,Undergraduate,1.00 - 2.00,NONE,NONE,NONE,"Tutorial readings in the biological sciences. These courses may be repeated, but not more than two credits may be used toward biology major requirements. Limit of one topic per semester.",1,1
BIO447,"Readings in Molecular, Cellular, and Developmental Biology",Undergraduate,1.00 - 2.00,NONE,NONE,NONE,"Tutorial readings in the biological sciences. These courses may be repeated, but not more than two credits may be used toward biology major requirements. Limit of one topic per semester.",1,1
BIO449,Readings in Ecology and Evolution,Undergraduate,1.00 - 2.00,NONE,NONE,NONE,"Tutorial readings in the biological sciences. These courses may be repeated, but not more than two credits may be used toward biology major requirements. Limit of one topic per semester.",1,1
BIO458,Speak Effectively Before an Audience,Undergraduate,0.0,NONE,NONE,"[['BIO204', 'BIO311', 'BIO327', 'BIO486', 'BIO487', 'BIO488', 'BIO489']]",A zero credit course that may be taken in conjunction with any BIO course that provides an opportunity to achieve the learning outcomes of the Stony Brook Curriculum's SPK learning objective.,1,1
BIO459,Write Effectively in Biology,Undergraduate,0.0,NONE,NONE,NONE,A zero credit course that is taken in the same semester as a 300- or 400-level BIO course that provides opportunity to achieve the learning outcomes of the Stony Brook Curriculum's WRTD learning objective. For information on approved co-requisite courses and the registration form for Biology and Biochemistry majors see: https://www.stonybrook.edu/commcms/biology/advising/BIO-459.php,1,1
BIO475,Undergraduate Teaching Practicum in College Biology I,Undergraduate,0.00 - 3.00,NONE,NONE,NONE,"Study of the literature, resources, and teaching strategies in a field of biology, coordinated with a supervised clinical experience in instruction. Not for major credit. Students may not serve as teaching assistants in the same course twice.",1,1
BIO476,Undergraduate Teaching Practicum in College Biology II,Undergraduate,0.00 - 3.00,[['BIO475']],NONE,NONE,"Study of the literature, resources, and teaching strategies in a field of biology, coordinated with a supervised clinical experience in instruction. The student should have different and/or greater responsibilities as a Teaching Assistant if the course is not different from a prior teaching practicum experience. Not for BIO major or minor credit.",1,1
BIO477,Undergraduate Teaching Practicum in College Biology III,Undergraduate,0.00 - 3.00,[['BIO476']],NONE,NONE,"Study of the literature, resources, and teaching strategies in a field of biology, coordinated with a supervised practical experience in instruction. In the practical instructional experience, the Undergraduate Teaching Assistant works with guidance from a faculty sponsor to provide support to students in labs, recitations, conferences, tutorials, or demonstrations associated with a course being taught by the sponsor. The student should have different and/or greater responsibilities as a Teaching Assistant if the course is not different from a prior teaching practicum experience. Not for BIO major or minor credit. May be repeated.",1,1
BIO484,Research in Biology and Society,Undergraduate,0.00 - 6.00,NONE,NONE,NONE,"Students work under the supervision of a faculty member in developing an individual project that makes use of the knowledge and techniques acquired in previous courses. The student reports on the project in a format agreed upon with their faculty sponsor that allows reflection on learning outcomes. This course may be repeated, but no more than four credits of research may be used for Biology major requirements. With prior permission from the faculty sponsor, this course could include assignments that can be used to satisfy the SBC objective SPK if co-registered for BIO 458, and/or the SBC objective WRTD if co-registered for BIO 459.",1,1
BIO486,Research in Neurobiology and Physiology,Undergraduate,0.00 - 6.00,NONE,NONE,NONE,"Students work under the supervision of a faculty member in developing an individual project that makes use of the knowledge and techniques acquired in previous courses. The student reports on the project in a format agreed upon with their faculty sponsor that allows reflection on learning outcomes. This course may be repeated, but no more than four credits of research may be used for Biology major requirements. With prior permission from the faculty sponsor, this course could include assignments that can be used to satisfy the SBC objective SPK if co-registered for BIO 458 and/or the SBC objective WRTD if co-registered for BIO 459.",1,1
BIO487,"Research in Molecular, Cellular, and Developmental Biology",Undergraduate,0.00 - 6.00,NONE,NONE,NONE,"Students work under the supervision of a faculty member in developing an individual project that makes use of the knowledge and techniques acquired in previous courses. The student reports on the project in a format agreed upon with their faculty sponsor that allows reflection on learning outcomes. This course may be repeated, but no more than four credits of research may be used for Biology major requirements. With prior permission from the faculty sponsor, this course could include assignments that can be used to satisfy the SBC objective SPK if co-registered for BIO 458 and/or the SBC objective WRTD if co-registered for BIO 459.",1,1
BIO488,Internship in Biological Sciences,Undergraduate,0.00 - 6.00,NONE,NONE,NONE,Students work under the supervision of a faculty member or approved professional sponsor to obtain a career-related experience in the life sciences. The student reports on the project in a format agreed upon with their sponsor that allows reflection on learning outcomes. Students must be accepted into an internship program before registering for credit. May be repeated up to a limit of 12 credits. Not for biology major credit.,1,1
BIO489,Research in Ecology and Evolution,Undergraduate,0.00 - 6.00,NONE,NONE,NONE,"Students work under the supervision of a faculty member in developing an individual project that makes use of the knowledge and techniques acquired in previous courses. The student reports on the project in a format agreed upon with their faculty sponsor that allows reflection on learning outcomes. This course may be repeated, but no more than four credits of research may be used for Biology major requirements. With prior permission from the faculty sponsor, this course could include assignments that can be used to satisfy the SBC objective SPK if co-registered for BIO 458 and/or the SBC objective WRTD if co-registered for BIO 459.",1,1
BIO511,Topics in Biotechnology,Graduate,3.0,NONE,NONE,NONE,"An introduction to the field of biotechnology.  The course will survey the history of the development of genetic engineering, methodologies used in biotechnology, applications of biotechnology in medicine, agriculture and manufacturing, and the implications of these technologies for society.  Intended for the students in the MAT Science and MALS programs.   This course has an associated fee. Please see www.stonybrook.edu/course fees for more information. 
Offered Spring, 3 Credits, ABCF Grading",1,1
BIO515,Current Topics in Microbiology,Graduate,3.0,NONE,NONE,NONE,"A survey of microbiology with an emphasis on microbial ecology, the role of microbes in the biosphere and the methodology used to explore these areas.  The course is organized around two resources available online: Unseen Life on Earth: An Introduction to Microbiology, which was produced by The American Society for Microbiology (http://www.learner.org/resources/series121.html) and the New York State core curriculum for The Living Environment (http://www.p12.nysed.gov/ciai/mst/sci/ls.html) .  Intended for the students in the MAT Science and MALS programs.   This course has an associated fee. Please see www.stonybrook.edu/course fees for more information.",1,1
BIO520,Topics in Genetics,Graduate,3.0,NONE,NONE,NONE,"A survey of genetics organized around a particular topic, including gene regulation, developmental genetics, cancer genetics, epigenetics with emphasis on areas with emerging new insight.  The methodology used to study these areas will also be explored.  Intended for students in the MAT Biology and PhD Science Education programs.
Offered Fall, 3 Credits, ABCF Grading",1,1
BIO521,Laboratory Science Curriculum Development,Graduate,1.00 - 6.00,NONE,NONE,NONE,"Development of curriculum materials appropriate for a secondary school biology classroom.  Students may take this course in their second semester of the Master of Arts in Teaching Science program. 
Offered Fall and Spring, 3 Credits, ABCF Grading",1,1
BIO542,Model Systems for the Living Environment,Graduate,3.0,NONE,NONE,NONE,"Introduction to microbial model systems used in biological research such as yeast, nematodes and slime molds.  Particular attention will be given to using these systems in the classroom to illustrate key concepts in introductory biology.  Students will read and discuss research papers selected from the current scientific literature.  Topics to be covered include: life cycle, laboratory techniques and design of inquiry-based investigations.
Offered Summer, 3 Credits, ABCF Grading",1,1
BIO558,Biological Basis of Human Evolution and Behavior,Graduate,3.0,NONE,NONE,NONE,"A exploration of biological theories of human evolution, properties, and behavior. We build an understanding of evolution of complex organisms by natural selection, followed by the emergence of humans as a uniquiely complex species. Scientific hypothesis formation and testing using the extensive multidisciplinary empirical record of the 1.8 million years of human history is developed throughout. Implications of human evolutionary biology for contemporary social and sexual behavior are also investigated.
This course is co-scheduled with BIO 558.
Fall, Spring, and Summer",1,1
BIO600,Practicum in Teaching,Graduate,0.0,NONE,NONE,NONE,"Fall and Spring,",1,1
BIO601,Practicum in Teaching,Graduate,1.00 - 3.00,NONE,NONE,NONE,"Fall and Spring,",1,1
